sequence,native_tokens_per_s,cuda_tokens_per_s,cuda_vs_native_speedup,native_peak_mib,cuda_peak_mib,memory_reduction,cuda_vs_torch256_speedup,cuda_trial_cv
512,36740.39629810765,37240.31426946196,1.0136067658959917,576.7119140625,464.96337890625,0.19376838319337975,1.2046488592341955,0.12934004864247187
1024,39714.578204101876,46065.54036085653,1.159915135548354,839.4697265625,567.97119140625,0.323416707673301,1.4315970163256742,0.001160500238316668
