repeat,cuda_vs_native,cuda_vs_torch_matched_chunk,cuda_loss_trajectory_max_abs,torch_loss_trajectory_max_abs
0,1.1434957785705469,1.315682064672826,0.021989822387695312,0.03370094299316406
1,1.1453642075589598,1.3187745406672169,0.005480766296386719,0.0052356719970703125
2,1.1555307426345123,1.3141170820047026,0.00750732421875,0.007557868957519531
