d,n,v,native_ms,cuda1024_ms,cuda1024_vs_native_speedup,native_extra_mib,cuda1024_extra_mib,extra_memory_reduction,total_allocated_reduction,cuda256_vs_torch256_speedup,cuda256_vs_native_speedup
512,512,32768,6.598869777772304,5.344136555559468,1.2347868938542645,224.501953125,161.00341796875,0.28284179390143116,0.2076772470887337,1.6278149740276802,1.1517816828431997
512,512,65536,13.346407222223256,10.663883000006535,1.2515522931201586,448.501953125,321.00341796875,0.2842764323942988,0.21473225593168488,1.6471918046188572,1.1956068556831088
512,2048,32768,19.25408799999357,14.3644365555594,1.3403998079229742,802.001953125,196.00341796875,0.7556073059360731,0.6837647569578353,1.6853503219475536,0.9092816528839384
512,2048,65536,40.22685555556096,31.891923333328503,1.2613493120222723,1602.001953125,388.00341796875,0.7578009082873602,0.6936073948514568,1.5790414903711527,0.8906350179903622
512,4096,32768,38.10502344445076,32.52029400000033,1.1717305951923551,1572.001953125,200.00341796875,0.8727715206898051,0.8263641603877351,1.5987597993311287,0.8502635626996897
512,4096,65536,80.00900088888822,66.7997176666625,1.1977445965885876,3140.001953125,392.00341796875,0.8751582247970835,0.8346786608600011,1.55272243225735,0.8770459571572499
